CanaryCtrlB68-1.csv
Day Number,Date,Off-bout Count (DN),Mean Off Duration (DN),Off Dur StDev (DN),Mean Off Temp Drop (DN),Off Drop StDev (DN),Mean Off-Bout Temp (DN),Off-Bout Time Sum (DN),On-bout Count (DN),Mean On Duration (DN),On Dur StDev (DN),Mean On Temp Rise (DN),On Rise StDev (DN),Mean On-Bout Temp (DN),On-Bout Time Sum (DN),Time above 30 (minutes),Time below 26 (minutes),Vertices Dropped (DN),Mean Daytime Egg Temp,Day Egg Temp StDev,Median Daytime Egg Temp,Min Daytime Egg Temp,Max Daytime Egg Temp,Mean Nighttime Egg Temp,Night Egg Temp StDev,Median Nighttime Egg Temp,Min Nighttime Egg Temp,Max Nighttime Egg Temp,Mean Egg Temp (DN),Egg Temp StDev (DN),Median Egg Temp (DN),Min Egg Temp (DN),Max Egg Temp (DN),
1 (Full),09/22/2017,60,12.25,13.06,-1.239,1.352,28.253,735.0,67,9.33,7.11,1.048,1.347,28.511,625.0,30.5,113.0,13,27.843,1.873,28.394,22.561,31.459,29.003,0.473,29.04,26.965,30.167,28.375,1.528,28.891,22.561,31.459,
2 (Full),09/23/2017,79,8.42,8.36,-0.931,0.768,28.919,665.5,85,7.88,4.66,0.813,0.818,29.133,669.5,179.5,0.0,13,29.265,0.759,29.24,26.72,31.535,28.739,0.748,28.593,27.259,30.646,29.024,0.798,29.04,26.72,31.535,
3 (Full),09/24/2017,72,9.88,11.71,-0.915,0.861,28.603,711.0,81,7.91,4.82,0.764,0.761,28.746,641.0,16.0,3.5,17,28.674,0.622,28.667,26.475,30.419,28.673,0.659,28.617,25.647,30.394,28.673,0.639,28.642,25.647,30.419,
4 (Full),09/25/2017,79,8.63,9.11,-0.845,0.776,29.149,681.5,81,8.23,5.82,0.785,0.765,29.185,667.0,209.5,0.0,11,28.793,0.6,28.841,26.426,30.243,29.6,0.679,29.426,27.21,31.052,29.163,0.754,29.115,26.426,31.052,
5 (Full),09/26/2017,79,9.05,9.43,-0.918,0.926,28.646,715.0,84,7.46,4.5,0.782,0.86,28.637,626.5,204.5,4.5,10,28.362,0.747,28.345,25.404,30.824,28.977,1.125,28.617,26.598,30.95,28.644,0.988,28.444,25.404,30.95,
6 (Full),09/27/2017,77,9.52,11.24,-0.978,0.859,28.119,733.0,89,6.83,4.93,0.784,0.955,28.296,608.0,31.0,1.5,22,28.299,0.781,28.27,25.841,30.318,28.081,0.697,28.072,26.109,30.95,28.199,0.751,28.147,25.841,30.95,
7 (Full),09/28/2017,78,9.36,8.64,-0.996,0.909,28.018,730.0,87,6.74,3.8,0.814,0.83,28.115,586.5,0.0,14.0,17,27.965,0.737,28.097,25.21,29.54,28.183,0.357,28.171,27.063,29.09,28.065,0.604,28.147,25.21,29.54,
8 (Full),09/29/2017,78,9.73,10.66,-1.08,0.867,27.684,759.0,86,6.98,4.39,0.893,0.751,27.74,600.5,0.0,10.0,19,27.621,0.679,27.628,25.234,29.414,27.822,0.406,27.85,26.304,29.29,27.713,0.579,27.776,25.234,29.414,
9 (Full),09/30/2017,86,7.62,7.23,-1.289,1.121,28.138,655.5,101,6.33,3.86,1.054,1.105,28.333,639.5,84.5,17.5,20,28.062,0.903,28.097,24.798,30.444,28.407,1.111,27.998,26.867,30.293,28.22,1.018,28.048,24.798,30.444,
10 (Partial),10/01/2017,53,8.23,8.8,-1.035,1.284,26.781,436.0,54,7.17,4.8,0.95,1.13,27.0,387.0,0.0,98.5,10,26.492,1.427,26.842,20.984,28.369,27.347,0.62,27.518,25.89,28.468,26.895,1.2,27.063,20.984,28.468,
--,ALL DATA,741,9.21,9.88,-1.02,0.976,28.277,6821.5,815,7.42,4.92,0.866,0.939,28.438,6050.5,755.5,262.5,152,28.205,1.167,28.32,20.984,31.535,28.526,0.942,28.419,25.647,31.052,28.352,1.082,28.369,20.984,31.535,


Individual Bout Stats
Date,Bout Type,Start Time,End Time,Start Data Point,End Data Point,Duration (min),Egg Temp Change,Start Egg Temp,End Egg Temp,Mean Egg Temp,
,off,18:35,18:41,18233,18245,6.0,-2.7489999999999988,29.665,26.916,28.261,
,on,18:41,18:48,18246,18260,7.0,2.0020000000000024,27.063,29.065,28.482,
,off,18:49,18:56,18261,18275,7.0,-0.17400000000000304,29.065,28.891,29.002,
,on,18:56,19:02,18276,18287,5.5,0.9239999999999995,28.866,29.79,29.359,
,off,19:02,19:10,18288,18304,8.0,-1.2970000000000006,29.79,28.493,29.354,
,on,19:11,19:24,18305,18332,13.5,1.4740000000000002,28.617,30.091,29.64,
,off,19:25,19:29,18333,18342,4.5,-1.772000000000002,30.117,28.345,29.199,
,on,19:30,19:40,18343,18364,10.5,1.296000000000003,28.394,29.69,29.174,
,off,19:41,19:45,18365,18373,4.0,-1.4690000000000012,29.69,28.221,28.961,
,on,19:45,19:52,18374,18388,7.0,1.1199999999999974,28.245,29.365,29.086,
,off,19:53,19:59,18389,18401,6.0,-0.5990000000000002,29.365,28.766,29.181,
,off,20:01,20:05,18405,18414,4.5,-1.5100000000000016,29.015,27.505,28.219,
,on,20:06,20:21,18415,18446,15.5,2.7890000000000015,27.554,30.343,29.342,
,off,20:22,20:34,18447,18472,12.5,-4.747,30.394,25.647,27.687,
,on,20:35,20:56,18473,18515,21.0,4.221,25.695,29.916,28.59,
,off,20:56,21:48,18516,18619,51.5,-0.7510000000000012,29.916,29.165,29.548,
,on,21:48,21:52,18620,18627,3.5,0.10000000000000142,29.165,29.265,29.231,
,on,21:53,22:04,18629,18651,11.0,0.22499999999999787,29.265,29.49,29.362,
,off,22:04,22:08,18652,18660,4.0,-0.125,29.49,29.365,29.412,
,on,22:09,22:26,18661,18695,17.0,0.6010000000000026,29.365,29.966,29.626,
,off,22:26,23:22,18696,18807,55.5,-1.4969999999999999,29.941,28.444,29.119,
,on,23:22,23:26,18808,18816,4.0,0.04899999999999949,28.444,28.493,28.471,
,off,23:27,23:43,18817,18849,16.0,-0.04899999999999949,28.493,28.444,28.462,
,on,23:43,23:49,18850,18862,6.0,0.0990000000000002,28.444,28.543,28.493,
,off,23:50,23:52,18863,18868,2.5,-0.02499999999999858,28.543,28.518,28.526,
,on,23:53,23:59,18869,18882,6.5,0.0990000000000002,28.518,28.617,28.568,
09/25/2017,on,00:01,00:07,18886,18897,5.5,0.07499999999999929,28.617,28.692,28.659,
,off,00:07,00:21,18898,18926,14.0,-0.1490000000000009,28.692,28.543,28.666,
,on,00:22,00:37,18927,18957,15.0,0.3979999999999997,28.543,28.941,28.718,
,off,00:37,00:40,18958,18963,2.5,-0.02499999999999858,28.941,28.916,28.928,
,on,00:40,00:53,18964,18989,12.5,0.4480000000000004,28.941,29.389,29.111,
,off,00:53,01:14,18990,19032,21.0,-0.44899999999999807,29.365,28.916,28.972,
,on,01:15,01:40,19033,19083,25.0,1.225999999999999,28.916,30.142,29.784,
,off,01:40,02:10,19084,19144,30.0,-0.2010000000000005,30.142,29.941,30.165,
,on,02:11,02:20,19145,19164,9.5,0.6050000000000004,29.991,30.596,30.402,
,off,02:21,02:34,19165,19192,13.5,-0.12599999999999767,30.621,30.495,30.548,
,on,02:35,02:43,19193,19209,8.0,0.1509999999999998,30.495,30.646,30.576,
,off,02:43,02:49,19210,19221,5.5,-0.07499999999999929,30.646,30.571,30.617,
,on,02:49,02:52,19222,19228,3.0,0.05000000000000071,30.596,30.646,30.625,
,off,02:53,02:56,19229,19235,3.0,-0.02500000000000213,30.646,30.621,30.635,
,on,02:56,02:59,19236,19242,3.0,0.07600000000000051,30.621,30.697,30.664,
,off,03:00,03:09,19243,19262,9.5,-0.4289999999999985,30.697,30.268,30.557,
,on,03:10,03:24,19263,19291,14.0,0.45500000000000185,30.293,30.748,30.572,
,off,03:24,03:35,19292,19314,11.0,-0.05100000000000193,30.748,30.697,30.715,
,on,03:36,03:40,19315,19324,4.5,0.10099999999999909,30.697,30.798,30.745,
,off,03:41,04:09,19325,19381,28.0,-1.6329999999999991,30.798,29.165,29.648,
,on,04:09,04:15,19382,19393,5.5,0.125,29.165,29.29,29.23,
,off,04:15,04:21,19394,19406,6.0,-0.4239999999999995,29.29,28.866,29.062,
,on,04:22,04:34,19407,19432,12.5,0.4239999999999995,28.866,29.29,29.089,
,off,04:35,04:50,19433,19463,15.0,-0.3490000000000002,29.29,28.941,29.164,
,on,04:50,04:55,19464,19474,5.0,0.0990000000000002,28.941,29.04,28.992,
,off,04:56,05:13,19475,19509,17.0,-1.1409999999999982,29.04,27.899,28.66,
,on,05:13,05:43,19510,19570,30.0,3.1759999999999984,27.85,31.026,30.232,
,off,05:44,06:39,19571,19681,55.0,-1.7860000000000014,31.026,29.24,29.635,
,on,06:39,06:47,19682,19697,7.5,0.5250000000000021,29.29,29.815,29.554,
,off,06:47,06:50,19698,19703,2.5,-0.6499999999999986,29.84,29.19,29.498,
,on,06:50,06:52,19704,19708,2.0,0.17499999999999716,29.315,29.49,29.4,
,off,06:53,06:55,19709,19714,2.5,-0.2749999999999986,29.54,29.265,29.369,
,on,06:56,07:07,19715,19738,11.5,0.3000000000000007,29.29,29.59,29.454,
,off,07:08,07:33,19739,19790,25.5,-3.1640000000000015,29.59,26.426,28.496,
,on,07:34,07:42,19791,19808,8.5,2.1670000000000016,26.5,28.667,28.009,
,off,07:43,07:45,19809,19813,2.0,-0.02500000000000213,28.667,28.642,28.637,
,on,07:45,07:50,19814,19824,5.0,0.19900000000000162,28.642,28.841,28.737,
,off,07:51,07:58,19825,19839,7.0,-1.852999999999998,28.891,27.038,28.333,
,on,07:58,08:12,19840,19867,13.5,1.754999999999999,27.21,28.965,28.259,
,off,08:12,08:15,19868,19873,2.5,-0.2240000000000002,28.99,28.766,28.861,
,on,08:15,08:17,19874,19878,2.0,0.24899999999999878,28.791,29.04,28.911,
,off,08:18,08:21,19879,19886,3.5,-1.190999999999999,29.115,27.924,28.488,
,on,08:22,08:24,19887,19892,2.5,0.5949999999999989,27.998,28.593,28.328,
,off,08:25,08:28,19893,19900,3.5,-0.5200000000000031,28.568,28.048,28.264,
,on,08:29,08:38,19901,19920,9.5,0.8189999999999991,28.072,28.891,28.549,
,off,08:39,08:43,19921,19929,4.0,-1.5329999999999977,28.891,27.358,28.184,
,on,08:43,08:49,19930,19942,6.0,1.1120000000000019,27.505,28.617,28.17,
,off,08:50,08:52,19943,19948,2.5,-0.8910000000000018,28.667,27.776,28.168,
,on,08:53,09:00,19949,19963,7.0,1.1660000000000004,27.899,29.065,28.575,
,off,09:00,09:06,19964,19975,5.5,-1.0909999999999975,29.04,27.949,28.634,
,on,09:06,09:11,19976,19986,5.0,1.0920000000000023,28.048,29.14,28.627,
,off,09:12,09:15,19987,19994,3.5,-1.5130000000000017,29.19,27.677,28.42,
,on,09:16,09:27,19995,20017,11.0,0.7419999999999973,27.751,28.493,28.322,
,off,09:27,09:35,20018,20034,8.0,-0.4450000000000003,28.493,28.048,28.381,
,on,09:36,09:44,20035,20052,8.5,1.6930000000000014,28.122,29.815,29.061,
,off,09:45,09:48,20053,20059,3.0,-0.9490000000000016,29.84,28.891,29.28,
,off,09:50,09:52,20063,20068,2.5,-0.1739999999999995,29.115,28.941,28.97,
,on,09:53,09:56,20069,20075,3.0,0.2989999999999995,28.916,29.215,29.087,
,off,09:56,09:59,20076,20082,3.0,-0.29900000000000304,29.19,28.891,28.976,
,on,10:00,10:04,20083,20092,4.5,0.3990000000000009,28.891,29.29,29.035,
,off,10:05,10:09,20093,20101,4.0,-1.4890000000000008,29.29,27.801,28.503,
,on,10:09,10:27,20102,20137,17.5,1.341000000000001,27.974,29.315,29.012,
,off,10:27,10:33,20138,20149,5.5,-0.14999999999999858,29.34,29.19,29.223,
,on,10:33,10:37,20150,20157,3.5,0.07499999999999929,29.19,29.265,29.234,
,off,10:37,10:44,20158,20171,6.5,-2.692,29.265,26.573,28.06,
,on,10:44,10:50,20172,20183,5.5,2.8679999999999986,26.622,29.49,28.22,
,on,10:52,10:55,20187,20192,2.5,0.7259999999999991,29.19,29.916,29.661,
,off,10:55,10:58,20193,20198,2.5,-0.125,29.89,29.765,29.827,
,off,11:00,11:03,20203,20209,3.0,-1.0010000000000012,29.966,28.965,29.415,
,on,11:04,11:06,20210,20215,2.5,0.1999999999999993,29.09,29.29,29.24,
,on,11:07,11:14,20217,20231,7.0,0.3500000000000014,29.29,29.64,29.463,
,off,11:15,11:20,20232,20242,5.0,-0.7740000000000009,29.64,28.866,29.267,
,on,11:20,11:23,20243,20248,2.5,0.12399999999999878,28.866,28.99,28.94,
,off,11:23,11:37,20249,20277,14.0,-2.0489999999999995,28.965,26.916,28.494,
,on,11:38,11:46,20278,20294,8.0,1.8019999999999996,26.989,28.791,28.152,
,off,11:46,12:10,20295,20342,23.5,-0.718,28.766,28.048,28.634,
,on,12:10,12:13,20343,20349,3.0,0.39699999999999847,28.295,28.692,28.593,
,off,12:14,12:23,20350,20368,9.0,-0.39699999999999847,28.692,28.295,28.565,
,on,12:23,12:33,20369,20389,10.0,0.5710000000000015,28.345,28.916,28.67,
,off,12:34,12:38,20390,20398,4.0,-1.533999999999999,28.941,27.407,28.186,
,on,12:38,12:46,20399,20414,7.5,1.1870000000000012,27.604,28.791,28.467,
,off,12:46,12:56,20415,20434,9.5,-0.0990000000000002,28.791,28.692,28.728,
,on,12:56,12:59,20435,20441,3.0,0.05000000000000071,28.692,28.742,28.721,
,off,13:00,13:02,20442,20447,2.5,0.0,28.742,28.742,28.742,
,on,13:03,13:07,20448,20456,4.0,0.42400000000000304,28.766,29.19,28.968,
,off,13:07,13:10,20457,20462,2.5,-0.10000000000000142,29.19,29.09,29.128,
,on,13:10,13:23,20463,20489,13.0,0.3999999999999986,29.14,29.54,29.363,
,off,13:24,13:29,20490,20500,5.0,-1.8379999999999974,29.54,27.702,28.841,
,on,13:29,13:35,20501,20513,6.0,1.314,27.801,29.115,28.754,
,off,13:36,13:43,20514,20529,7.5,-0.1739999999999995,29.115,28.941,29.039,
,on,13:44,13:46,20530,20535,2.5,0.125,28.965,29.09,29.028,
,off,13:47,13:52,20536,20546,5.0,-1.9289999999999985,29.09,27.161,28.182,
,on,13:52,14:03,20547,20569,11.0,2.603999999999999,27.161,29.765,28.836,
,off,14:04,14:13,20570,20589,9.5,-0.9990000000000023,29.765,28.766,29.256,
,on,14:14,14:21,20590,20605,7.5,0.24900000000000233,28.816,29.065,28.976,
,off,14:22,14:28,20606,20619,6.5,-0.9180000000000028,29.065,28.147,28.801,
,on,14:29,14:39,20620,20641,10.5,1.2449999999999974,28.245,29.49,28.985,
,off,14:40,14:45,20642,20653,5.5,-2.353999999999999,29.54,27.186,28.364,
,on,14:46,14:57,20654,20677,11.5,1.7570000000000014,27.333,29.09,28.617,
,on,14:58,15:08,20679,20698,9.5,0.75,29.14,29.89,29.575,
,off,15:08,15:13,20699,20709,5.0,-0.75,29.89,29.14,29.515,
,on,15:14,15:18,20710,20718,4.0,0.4250000000000007,29.165,29.59,29.42,
,off,15:18,15:24,20719,20731,6.0,-0.9229999999999983,29.59,28.667,29.01,
,on,15:25,15:27,20732,20736,2.0,0.24899999999999878,28.692,28.941,28.831,
,off,15:27,15:29,20737,20741,2.0,-0.3719999999999999,28.965,28.593,28.747,
,on,15:30,15:45,20742,20772,15.0,1.1729999999999983,28.667,29.84,29.424,
,off,15:45,15:51,20773,20784,5.5,-2.408999999999999,29.84,27.431,28.627,
,on,15:51,15:58,20785,20798,6.5,1.2370000000000019,27.554,28.791,28.442,
,on,15:59,16:01,20800,20804,2.0,0.05000000000000071,28.791,28.841,28.816,
,off,16:01,16:11,20805,20825,10.0,-0.620000000000001,28.841,28.221,28.669,
,off,16:14,16:14,20830,20831,0.5,0.0,28.345,28.345,28.345,
,on,16:15,16:17,20832,20836,2.0,0.0990000000000002,28.345,28.444,28.379,
,off,16:17,16:19,20837,20841,2.0,-0.2970000000000006,28.468,28.171,28.32,
,on,16:20,16:23,20842,20848,3.0,0.4460000000000015,28.221,28.667,28.486,
,on,16:25,16:28,20852,20859,3.5,0.2980000000000018,28.543,28.841,28.726,
,off,16:29,16:31,20860,20865,2.5,-0.47199999999999775,28.891,28.419,28.609,
,on,16:32,16:42,20866,20887,10.5,0.4969999999999999,28.444,28.941,28.726,
,off,16:43,16:48,20888,20898,5.0,-1.1400000000000006,28.965,27.825,28.323,
,on,16:48,16:53,20899,20909,5.0,0.718,27.85,28.568,28.259,
,off,16:54,16:56,20910,20914,2.0,0.0,28.568,28.568,28.558,
,on,16:56,17:01,20915,20925,5.0,0.07399999999999807,28.568,28.642,28.606,
,on,17:03,17:12,20928,20946,9.0,0.3230000000000004,28.642,28.965,28.804,
,off,17:12,17:25,20947,20972,12.5,-1.902000000000001,28.965,27.063,28.53,
,on,17:25,17:39,20973,21000,13.5,2.2040000000000006,27.235,29.439,28.767,
,off,17:39,17:42,21001,21006,2.5,-0.2989999999999995,29.439,29.14,29.26,
,off,17:44,17:49,21010,21021,5.5,-0.8949999999999996,29.24,28.345,28.813,
,on,17:50,18:01,21022,21044,11.0,0.7959999999999994,28.444,29.24,28.916,
,off,18:01,18:07,21045,21057,6.0,-1.881999999999998,29.24,27.358,28.501,
,on,18:08,18:14,21058,21070,6.0,1.8089999999999975,27.481,29.29,28.526,
,off,18:14,18:34,21071,21111,20.0,-1.1920000000000002,29.24,28.048,28.864,
,on,18:35,18:47,21112,21136,12.0,1.093,28.147,29.24,28.813,
,off,18:47,18:51,21137,21144,3.5,-0.02499999999999858,29.24,29.215,29.228,
,on,18:51,18:55,21145,21152,3.5,0.07499999999999929,29.215,29.29,29.252,
,off,18:55,19:01,21153,21164,5.5,-2.375,29.315,26.94,28.096,
,on,19:01,19:22,21165,21207,21.0,2.9780000000000015,27.063,30.041,29.139,
,off,19:23,19:31,21208,21225,8.5,-1.6720000000000006,30.041,28.369,29.492,
,on,19:32,19:44,21226,21251,12.5,1.7749999999999986,28.468,30.243,29.608,
,off,19:45,19:48,21252,21259,3.5,-1.5509999999999984,30.243,28.692,29.473,
,on,19:49,19:52,21260,21266,3.0,0.5489999999999995,28.791,29.34,29.08,
,off,19:52,20:00,21267,21283,8.0,-1.0200000000000031,29.414,28.394,28.913,
,on,20:01,20:11,21284,21304,10.0,1.3220000000000027,28.493,29.815,29.368,
,off,20:11,20:14,21305,21311,3.0,-0.9740000000000002,29.84,28.866,29.376,
,on,20:15,20:18,21312,21318,3.0,0.6000000000000014,28.965,29.565,29.283,
,off,20:18,20:23,21319,21329,5.0,-2.4299999999999997,29.64,27.21,28.39,
,on,20:24,20:36,21330,21355,12.5,2.4819999999999993,27.358,29.84,28.994,
,off,20:37,20:44,21356,21371,7.5,-0.22500000000000142,29.815,29.59,29.712,
,on,20:45,20:53,21372,21389,8.5,0.22500000000000142,29.615,29.84,29.747,
,off,20:54,21:06,21390,21415,12.5,-0.3000000000000007,29.84,29.54,29.734,
,on,21:07,21:26,21416,21455,19.5,0.3249999999999993,29.565,29.89,29.734,
,off,21:27,21:47,21456,21497,20.5,-1.0489999999999995,29.89,28.841,29.244,
,on,21:48,21:58,21498,21519,10.5,0.5479999999999983,28.841,29.389,29.154,
,off,21:59,22:09,21520,21541,10.5,-0.3490000000000002,29.389,29.04,29.193,
,on,22:10,22:16,21542,21555,6.5,0.10000000000000142,29.04,29.14,29.095,
,off,22:17,22:59,21556,21640,42.0,-0.24900000000000233,29.14,28.891,29.143,
,on,22:59,23:05,21641,21652,5.5,0.5480000000000018,28.866,29.414,29.165,
,off,23:05,23:10,21653,21662,4.5,-0.2989999999999995,29.389,29.09,29.222,
,on,23:10,23:38,21663,21719,28.0,1.2029999999999994,29.09,30.293,29.871,
,off,23:39,23:45,21720,21733,6.5,-0.02499999999999858,30.293,30.268,30.279,
,on,23:46,23:51,21734,21744,5.0,0.07499999999999929,30.268,30.343,30.307,
,off,23:51,00:02,21745,21767,11.0,-0.05000000000000071,30.343,30.293,30.319,
09/26/2017,on,00:03,00:12,21768,21787,9.5,0.35300000000000153,30.293,30.646,30.504,
,off,00:13,00:35,21788,21833,22.5,0.05099999999999838,30.646,30.697,30.687,
,on,00:36,00:41,21834,21844,5.0,0.07600000000000051,30.697,30.773,30.743,
,off,00:41,01:22,21845,21927,41.0,-2.3790000000000013,30.773,28.394,29.64,
,on,01:23,01:38,21928,21959,15.5,0.9209999999999994,28.369,29.29,29.016,
,on,01:39,01:43,21961,21968,3.5,0.0990000000000002,29.29,29.389,29.34,
,off,01:43,01:48,21969,21979,5.0,-0.04899999999999949,29.389,29.34,29.356,
,on,01:49,01:54,21980,21991,5.5,0.0990000000000002,29.34,29.439,29.394,
,off,01:55,02:05,21992,22012,10.0,0.0,29.439,29.439,29.428,
,on,02:05,02:16,22013,22034,10.5,0.7530000000000001,29.439,30.192,29.943,
,off,02:16,02:24,22035,22050,7.5,-0.2510000000000012,30.192,29.941,30.118,
,on,02:24,02:38,22051,22078,13.5,0.6550000000000011,29.991,30.646,30.42,
,off,02:38,02:42,22079,22086,3.5,0.0,30.646,30.646,30.646,
,on,02:42,02:47,22087,22096,4.5,0.05099999999999838,30.646,30.697,30.674,
,off,02:47,02:53,22097,22108,5.5,0.0,30.697,30.697,30.697,
,on,02:53,02:57,22109,22117,4.0,0.05100000000000193,30.697,30.748,30.725,
,off,02:58,03:11,22118,22144,13.0,0.0,30.748,30.748,30.749,
,on,03:11,03:16,22145,22155,5.0,0.20199999999999818,30.748,30.95,30.824,
,off,03:17,03:26,22156,22175,9.5,-1.134999999999998,30.95,29.815,30.325,
,on,03:27,03:35,22176,22192,8.0,0.8069999999999986,29.89,30.697,30.425,
,on,03:37,03:46,22196,22214,9.0,0.20199999999999818,30.672,30.874,30.788,
,off,03:46,04:34,22215,22310,47.5,-3.097999999999999,30.874,27.776,29.466,
,on,04:34,04:42,22311,22327,8.0,0.2710000000000008,27.801,28.072,27.997,
,off,04:43,04:51,22328,22345,8.5,-0.1479999999999997,28.072,27.924,28.015,
,on,04:52,04:59,22346,22361,7.5,0.272000000000002,27.924,28.196,28.037,
,off,05:00,05:35,22362,22432,35.0,-1.0100000000000016,28.196,27.186,27.529,
,on,05:35,05:47,22433,22456,11.5,0.44200000000000017,27.186,27.628,27.495,
,off,05:47,05:51,22457,22465,4.0,0.0,27.628,27.628,27.628,
,on,05:52,05:56,22466,22474,4.0,0.4930000000000021,27.604,28.097,27.878,
,off,05:56,06:09,22475,22500,12.5,-0.2960000000000029,28.097,27.801,27.923,
,on,06:09,06:11,22501,22505,2.0,0.07400000000000162,27.825,27.899,27.87,
,off,06:12,06:24,22506,22531,12.5,-0.24600000000000222,27.899,27.653,27.779,
,on,06:25,06:30,22532,22543,5.5,0.09800000000000253,27.653,27.751,27.708,
,on,06:32,06:36,22546,22555,4.5,0.04999999999999716,27.751,27.801,27.778,
,on,06:38,06:45,22559,22572,6.5,0.5190000000000019,27.776,28.295,28.016,
,on,06:47,06:49,22576,22580,2.0,0.4220000000000006,28.171,28.593,28.374,
,off,06:49,06:52,22581,22586,2.5,-0.8660000000000032,28.667,27.801,28.18,
,on,06:52,06:55,22587,22592,2.5,0.22299999999999898,27.924,28.147,28.118,
,off,06:55,06:59,22593,22601,4.0,-0.17299999999999827,28.147,27.974,28.084,
,on,07:00,07:17,22602,22636,17.0,0.7929999999999993,27.998,28.791,28.457,
,off,07:17,07:20,22637,22642,2.5,-0.0990000000000002,28.791,28.692,28.725,
,on,07:20,07:23,22643,22648,2.5,0.07399999999999807,28.692,28.766,28.729,
,off,07:23,07:32,22649,22667,9.0,-1.629999999999999,28.766,27.136,28.328,
,on,07:33,07:47,22668,22696,14.0,1.506999999999998,27.259,28.766,28.192,
,off,07:47,07:52,22697,22707,5.0,-2.315999999999999,28.791,26.475,27.752,
,on,07:53,07:58,22708,22719,5.5,1.6229999999999976,26.524,28.147,27.539,
,off,07:59,08:05,22720,22732,6.0,-0.19799999999999685,28.147,27.949,28.042,
,on,08:05,08:12,22733,22747,7.0,0.49499999999999744,27.998,28.493,28.249,
,off,08:13,08:17,22748,22757,4.5,-0.5439999999999969,28.493,27.949,28.201,
,on,08:18,08:29,22758,22780,11.0,0.8679999999999986,28.023,28.891,28.559,
,off,08:29,08:37,22781,22797,8.0,-1.5329999999999977,28.891,27.358,28.506,
,on,08:38,08:50,22798,22822,12.0,0.8889999999999993,27.505,28.394,28.171,
,off,08:50,08:55,22823,22833,5.0,-0.5189999999999984,28.394,27.875,28.156,
,on,08:56,09:06,22834,22855,10.5,1.2149999999999999,27.875,29.09,28.434,
,off,09:07,09:16,22856,22875,9.5,-2.100999999999999,29.09,26.989,28.451,
,on,09:17,09:23,22876,22888,6.0,1.0850000000000009,27.136,28.221,27.868,
,off,09:23,09:34,22889,22910,10.5,-0.4450000000000003,28.27,27.825,28.046,
,on,09:34,09:39,22911,22921,5.0,0.8910000000000018,27.801,28.692,28.309,
,off,09:40,09:58,22922,22958,18.0,-1.283999999999999,28.642,27.358,27.98,
,on,09:58,10:05,22959,22972,6.5,0.6900000000000013,27.407,28.097,27.683,
,off,10:05,10:07,22973,22977,2.0,-0.24799999999999756,28.147,27.899,27.983,
,on,10:08,10:12,22978,22987,4.5,0.39599999999999724,27.949,28.345,28.107,
,off,10:13,10:17,22988,22997,4.5,-0.8640000000000008,28.32,27.456,27.976,
,on,10:18,10:25,22998,23012,7.0,1.0380000000000003,27.604,28.642,28.343,
,off,10:25,10:28,23013,23018,2.5,-0.22299999999999898,28.642,28.419,28.498,
,on,10:28,10:32,23019,23026,3.5,0.12400000000000233,28.444,28.568,28.499,
,off,10:32,10:37,23027,23036,4.5,-1.5790000000000006,28.617,27.038,27.782,
,on,10:37,10:49,23037,23060,11.5,1.556000000000001,27.186,28.742,28.257,
,off,10:49,11:02,23061,23087,13.0,-1.014999999999997,28.766,27.751,28.195,
,on,11:03,11:16,23088,23114,13.0,2.567,27.776,30.343,29.043,
,off,11:16,11:20,23115,23122,3.5,-1.751999999999999,30.394,28.642,29.382,
,on,11:20,11:31,23123,23145,11.0,1.4770000000000003,28.766,30.243,29.648,
,off,11:32,11:48,23146,23179,16.5,-2.440999999999999,30.217,27.776,29.22,
,on,11:49,11:51,23180,23184,2.0,0.2970000000000006,27.899,28.196,28.087,
,off,11:51,11:55,23185,23192,3.5,-0.22299999999999898,28.122,27.899,27.995,
,on,11:55,11:57,23193,23197,2.0,0.0,27.924,27.924,27.954,
,off,11:58,12:01,23198,23204,3.0,-0.4930000000000021,27.998,27.505,27.808,
,on,12:01,12:06,23205,23215,5.0,0.4939999999999998,27.653,28.147,27.965,
,off,12:07,12:10,23216,23222,3.0,-1.0100000000000016,28.196,27.186,27.636,
,on,12:10,12:15,23223,23233,5.0,0.6660000000000004,27.308,27.974,27.738,
,off,12:16,12:18,23234,23238,2.0,-0.07499999999999929,27.974,27.899,27.939,
,on,12:18,12:21,23239,23245,3.0,0.0990000000000002,27.899,27.998,27.963,
,off,12:22,12:30,23246,23263,8.5,-0.17300000000000182,27.998,27.825,27.928,
,on,12:31,12:37,23264,23277,6.5,0.767000000000003,27.801,28.568,28.173,
,off,12:38,12:43,23278,23289,5.5,-0.44599999999999795,28.543,28.097,28.237,
,on,12:44,12:46,23290,23295,2.5,0.2220000000000013,28.048,28.27,28.167,
,off,12:47,12:53,23296,23308,6.0,-0.27199999999999847,28.27,27.998,28.126,
,on,12:53,12:59,23309,23320,5.5,0.7439999999999998,27.998,28.742,28.38,
,off,12:59,13:03,23321,23328,3.5,-1.2870000000000026,28.841,27.554,28.154,
,on,13:03,13:12,23329,23346,8.5,1.1380000000000017,27.653,28.791,28.382,
,off,13:12,13:16,23347,23355,4.0,-0.5459999999999994,28.791,28.245,28.543,
,on,13:17,13:21,23356,23365,4.5,0.5959999999999965,28.295,28.891,28.627,
