CanaryCtrlB68-1.csv
Day Number,Date,Off-bout Count (DN),Mean Off Duration (DN),Off Dur StDev (DN),Mean Off Temp Drop (DN),Off Drop StDev (DN),Mean Off-Bout Temp (DN),Off-Bout Time Sum (DN),On-bout Count (DN),Mean On Duration (DN),On Dur StDev (DN),Mean On Temp Rise (DN),On Rise StDev (DN),Mean On-Bout Temp (DN),On-Bout Time Sum (DN),Time above 30 (minutes),Time below 26 (minutes),Vertices Dropped (DN),Mean Daytime Egg Temp,Day Egg Temp StDev,Median Daytime Egg Temp,Min Daytime Egg Temp,Max Daytime Egg Temp,Mean Nighttime Egg Temp,Night Egg Temp StDev,Median Nighttime Egg Temp,Min Nighttime Egg Temp,Max Nighttime Egg Temp,Mean Egg Temp (DN),Egg Temp StDev (DN),Median Egg Temp (DN),Min Egg Temp (DN),Max Egg Temp (DN),
1 (Full),09/22/2017,60,12.25,13.06,-1.239,1.352,28.253,735.0,67,9.33,7.11,1.048,1.347,28.511,625.0,30.5,113.0,13,27.843,1.873,28.394,22.561,31.459,29.003,0.473,29.04,26.965,30.167,28.375,1.528,28.891,22.561,31.459,
2 (Full),09/23/2017,79,8.42,8.36,-0.931,0.768,28.919,665.5,85,7.88,4.66,0.813,0.818,29.133,669.5,179.5,0.0,13,29.265,0.759,29.24,26.72,31.535,28.739,0.748,28.593,27.259,30.646,29.024,0.798,29.04,26.72,31.535,
3 (Full),09/24/2017,72,9.88,11.71,-0.915,0.861,28.603,711.0,81,7.91,4.82,0.764,0.761,28.746,641.0,16.0,3.5,17,28.674,0.622,28.667,26.475,30.419,28.673,0.659,28.617,25.647,30.394,28.673,0.639,28.642,25.647,30.419,
4 (Full),09/25/2017,79,8.63,9.11,-0.845,0.776,29.149,681.5,81,8.23,5.82,0.785,0.765,29.185,667.0,209.5,0.0,11,28.793,0.6,28.841,26.426,30.243,29.6,0.679,29.426,27.21,31.052,29.163,0.754,29.115,26.426,31.052,
5 (Full),09/26/2017,79,9.05,9.43,-0.918,0.926,28.646,715.0,84,7.46,4.5,0.782,0.86,28.637,626.5,204.5,4.5,10,28.362,0.747,28.345,25.404,30.824,28.977,1.125,28.617,26.598,30.95,28.644,0.988,28.444,25.404,30.95,
6 (Full),09/27/2017,77,9.52,11.24,-0.978,0.859,28.119,733.0,89,6.83,4.93,0.784,0.955,28.296,608.0,31.0,1.5,22,28.299,0.781,28.27,25.841,30.318,28.081,0.697,28.072,26.109,30.95,28.199,0.751,28.147,25.841,30.95,
7 (Full),09/28/2017,78,9.36,8.64,-0.996,0.909,28.018,730.0,87,6.74,3.8,0.814,0.83,28.115,586.5,0.0,14.0,17,27.965,0.737,28.097,25.21,29.54,28.183,0.357,28.171,27.063,29.09,28.065,0.604,28.147,25.21,29.54,
8 (Full),09/29/2017,78,9.73,10.66,-1.08,0.867,27.684,759.0,86,6.98,4.39,0.893,0.751,27.74,600.5,0.0,10.0,19,27.621,0.679,27.628,25.234,29.414,27.822,0.406,27.85,26.304,29.29,27.713,0.579,27.776,25.234,29.414,
9 (Full),09/30/2017,86,7.62,7.23,-1.289,1.121,28.138,655.5,101,6.33,3.86,1.054,1.105,28.333,639.5,84.5,17.5,20,28.062,0.903,28.097,24.798,30.444,28.407,1.111,27.998,26.867,30.293,28.22,1.018,28.048,24.798,30.444,
10 (Partial),10/01/2017,53,8.23,8.8,-1.035,1.284,26.781,436.0,54,7.17,4.8,0.95,1.13,27.0,387.0,0.0,98.5,10,26.492,1.427,26.842,20.984,28.369,27.347,0.62,27.518,25.89,28.468,26.895,1.2,27.063,20.984,28.468,
--,ALL DATA,741,9.21,9.88,-1.02,0.976,28.277,6821.5,815,7.42,4.92,0.866,0.939,28.438,6050.5,755.5,262.5,152,28.205,1.167,28.32,20.984,31.535,28.526,0.942,28.419,25.647,31.052,28.352,1.082,28.369,20.984,31.535,


Individual Bout Stats
Date,Bout Type,Start Time,End Time,Start Data Point,End Data Point,Duration (min),Egg Temp Change,Start Egg Temp,End Egg Temp,Mean Egg Temp,
,off,20:31,20:35,32864,32872,4.0,-0.4660000000000011,27.186,26.72,26.919,
,on,20:35,20:41,32873,32885,6.0,0.7119999999999997,26.744,27.456,27.201,
,on,20:43,21:01,32888,32924,18.0,0.5670000000000002,27.456,28.023,27.8,
,off,21:01,21:13,32925,32948,11.5,0.02499999999999858,28.023,28.048,28.032,
,on,21:13,21:16,32949,32955,3.0,0.04900000000000304,28.048,28.097,28.076,
,off,21:17,21:45,32956,33013,28.5,-0.1980000000000004,28.097,27.899,27.989,
,on,21:46,21:59,33014,33040,13.0,0.5940000000000012,27.924,28.518,28.29,
,off,21:59,22:39,33041,33120,39.5,-0.6930000000000014,28.518,27.825,28.072,
,on,22:39,22:50,33121,33142,10.5,0.2469999999999999,27.825,28.072,27.938,
,off,22:50,23:03,33143,33168,12.5,-0.1980000000000004,28.097,27.899,27.945,
,on,23:03,23:11,33169,33184,7.5,0.5939999999999976,27.899,28.493,28.227,
,off,23:11,00:23,33185,33328,71.5,-1.2339999999999982,28.493,27.259,27.909,
09/30/2017,on,00:23,00:31,33329,33344,7.5,0.0990000000000002,27.259,27.358,27.308,
,off,00:31,00:34,33345,33350,2.5,-0.09800000000000253,27.382,27.284,27.325,
,on,00:34,00:41,33351,33364,6.5,0.19700000000000273,27.284,27.481,27.412,
,off,00:41,00:45,33365,33373,4.0,0.0,27.481,27.481,27.489,
,on,00:46,00:53,33374,33389,7.5,0.14699999999999847,27.481,27.628,27.558,
,off,00:54,01:07,33390,33417,13.5,-0.1720000000000006,27.628,27.456,27.508,
,on,01:08,01:18,33418,33438,10.0,0.3689999999999998,27.456,27.825,27.648,
,on,01:19,01:27,33440,33457,8.5,0.2220000000000013,27.801,28.023,27.938,
,off,01:28,01:36,33458,33475,8.5,-0.2469999999999999,28.048,27.801,27.946,
,on,01:37,01:48,33476,33498,11.0,0.4200000000000017,27.825,28.245,28.036,
,off,01:48,01:54,33499,33510,5.5,-0.41999999999999815,28.27,27.85,28.005,
,on,01:54,01:57,33511,33516,2.5,0.12300000000000111,27.875,27.998,27.936,
,off,01:57,02:06,33517,33535,9.0,-0.27199999999999847,27.974,27.702,27.829,
,on,02:07,02:22,33536,33567,15.5,1.163999999999998,27.727,28.891,28.264,
,off,02:23,02:25,33568,33573,2.5,-0.09999999999999787,28.891,28.791,28.808,
,on,02:26,02:28,33574,33579,2.5,0.19899999999999807,28.791,28.99,28.887,
,on,02:31,02:40,33584,33603,9.5,0.7740000000000009,28.941,29.715,29.419,
,off,02:41,02:49,33604,33620,8.0,-0.625,29.715,29.09,29.253,
,on,02:49,02:53,33621,33628,3.5,0.05000000000000071,29.09,29.14,29.118,
,off,02:53,03:07,33629,33657,14.0,-0.5719999999999992,29.14,28.568,28.921,
,on,03:08,03:19,33658,33681,11.5,0.7219999999999978,28.568,29.29,28.976,
,on,03:21,03:24,33685,33690,2.5,0.1739999999999995,29.265,29.439,29.348,
,off,03:24,03:31,33691,33705,7.0,-0.19900000000000162,29.439,29.24,29.282,
,on,03:32,03:42,33706,33727,10.5,0.4499999999999993,29.215,29.665,29.441,
,on,03:45,03:48,33732,33739,3.5,0.1999999999999993,29.64,29.84,29.756,
,off,03:49,03:55,33740,33753,6.5,-0.25,29.84,29.59,29.701,
,on,03:56,04:09,33754,33781,13.5,0.4759999999999991,29.59,30.066,29.849,
,off,04:10,04:19,33782,33800,9.0,-0.8260000000000005,30.066,29.24,29.885,
,on,04:19,04:22,33801,33806,2.5,0.12400000000000233,29.29,29.414,29.394,
,off,04:22,04:27,33807,33816,4.5,0.04999999999999716,29.414,29.464,29.452,
,on,04:27,04:31,33817,33825,4.0,0.07600000000000051,29.464,29.54,29.506,
,on,04:32,04:41,33827,33845,9.0,0.3500000000000014,29.54,29.89,29.761,
,off,04:42,04:54,33846,33870,12.0,-0.15000000000000213,29.89,29.74,29.797,
,on,04:54,05:01,33871,33885,7.0,0.25099999999999767,29.765,30.016,29.901,
,off,05:02,05:06,33886,33895,4.5,-0.12599999999999767,30.016,29.89,29.958,
,on,05:07,05:16,33896,33915,9.5,0.1750000000000007,29.916,30.091,29.994,
,off,05:17,05:19,33916,33920,2.0,-0.1750000000000007,30.091,29.916,29.996,
,on,05:19,05:25,33921,33933,6.0,0.2010000000000005,29.941,30.142,30.076,
,off,05:26,05:36,33934,33954,10.0,-0.2010000000000005,30.142,29.941,30.083,
,on,05:36,05:43,33955,33968,6.5,0.3019999999999996,29.991,30.293,30.189,
,off,05:43,06:14,33969,34031,31.0,-0.4280000000000008,30.293,29.865,30.189,
,on,06:15,06:17,34032,34037,2.5,0.05099999999999838,29.89,29.941,29.924,
,off,06:18,06:42,34038,34086,24.0,-2.0909999999999975,29.941,27.85,29.293,
,on,06:42,06:46,34087,34094,3.5,0.9170000000000016,28.048,28.965,28.683,
,on,06:48,06:48,34098,34098,0.0,0.0,28.965,28.965,28.965,
,off,06:48,06:52,34099,34107,4.0,-1.681000000000001,28.965,27.284,28.371,
,on,06:53,06:55,34108,34112,2.0,0.8900000000000006,27.554,28.444,28.073,
,off,06:55,07:00,34113,34123,5.0,-1.1590000000000025,28.295,27.136,27.662,
,on,07:01,07:06,34124,34134,5.0,0.9860000000000007,27.259,28.245,27.927,
,off,07:06,07:18,34135,34159,12.0,-0.1980000000000004,28.221,28.023,28.198,
,on,07:19,07:22,34160,34166,3.0,0.8670000000000009,27.924,28.791,28.391,
,off,07:22,07:25,34167,34172,2.5,-0.1739999999999995,28.642,28.468,28.472,
,on,07:25,07:28,34173,34178,2.5,0.9209999999999994,28.444,29.365,28.821,
,off,07:28,07:34,34179,34190,5.5,-4.246000000000002,29.19,24.944,27.091,
,on,07:34,07:38,34191,34198,3.5,3.200000000000003,24.798,27.998,26.904,
,off,07:38,07:43,34199,34208,4.5,-0.8130000000000024,27.949,27.136,27.528,
,on,07:43,07:47,34209,34217,4.0,0.9120000000000026,27.333,28.245,27.966,
,off,07:48,07:50,34218,34223,2.5,-1.8449999999999989,28.345,26.5,27.421,
,on,07:51,07:54,34224,34230,3.0,0.7120000000000033,26.769,27.481,27.291,
,on,07:56,07:58,34234,34238,2.0,0.3200000000000003,27.308,27.628,27.525,
,off,07:58,08:01,34239,34244,2.5,-0.7119999999999997,27.579,26.867,27.272,
,on,08:01,08:04,34245,34250,2.5,0.8350000000000009,26.793,27.628,27.292,
,on,08:06,08:15,34255,34272,8.5,3.3980000000000032,26.769,30.167,29.039,
,off,08:15,08:20,34273,34282,4.5,-3.669999999999998,30.243,26.573,28.367,
,on,08:20,08:33,34283,34308,12.5,2.599,26.891,29.49,28.793,
,off,08:33,08:39,34309,34320,5.5,-0.4250000000000007,29.515,29.09,29.273,
,on,08:39,08:42,34321,34327,3.0,0.2749999999999986,29.015,29.29,29.176,
,off,08:43,08:47,34328,34337,4.5,-2.497,29.29,26.793,28.294,
,on,08:48,08:52,34338,34346,4.0,1.5300000000000011,27.038,28.568,27.933,
,on,08:54,08:56,34350,34355,2.5,0.9929999999999986,28.097,29.09,28.73,
,off,08:57,09:13,34356,34388,16.0,-2.1469999999999985,28.891,26.744,28.015,
,on,09:13,09:16,34389,34394,2.5,1.2320000000000029,27.063,28.295,27.695,
,on,09:18,09:20,34399,34403,2.0,0.6929999999999978,27.85,28.543,28.216,
,off,09:21,09:23,34404,34408,2.0,-0.5940000000000012,28.642,28.048,28.162,
,off,09:24,09:28,34411,34418,3.5,-2.6499999999999986,28.345,25.695,27.023,
,on,09:28,09:33,34419,34428,4.5,1.8870000000000005,25.963,27.85,27.293,
,on,09:34,09:41,34431,34444,6.5,0.1479999999999997,27.85,27.998,27.905,
,off,09:41,09:47,34445,34457,6.0,-2.254999999999999,28.023,25.768,27.328,
,on,09:48,09:58,34458,34479,10.5,2.649000000000001,25.72,28.369,27.708,
,off,09:59,10:05,34480,34493,6.5,-1.0359999999999978,28.394,27.358,27.937,
,off,10:08,10:16,34498,34514,8.0,-1.0299999999999976,27.554,26.524,26.995,
,on,10:16,10:24,34515,34531,8.0,1.9699999999999989,26.573,28.543,27.559,
,off,10:25,10:28,34532,34539,3.5,-1.9460000000000015,28.568,26.622,27.424,
,on,10:29,10:35,34540,34552,6.0,1.676000000000002,26.842,28.518,27.819,
,off,10:35,10:43,34553,34568,7.5,-2.142000000000003,28.568,26.426,27.823,
,on,10:43,10:57,34569,34596,13.5,1.3760000000000012,26.622,27.998,27.481,
,off,10:57,11:01,34597,34605,4.0,-1.815999999999999,28.023,26.207,27.226,
,on,11:02,11:04,34606,34611,2.5,0.39099999999999824,26.451,26.842,26.74,
,off,11:05,11:07,34612,34616,2.0,-0.14700000000000202,26.867,26.72,26.73,
,on,11:07,11:09,34617,34621,2.0,0.4660000000000011,26.793,27.259,26.945,
,off,11:10,11:12,34622,34626,2.0,-1.346,27.358,26.012,26.716,
,on,11:12,11:22,34627,34646,9.5,3.0839999999999996,26.256,29.34,28.189,
,off,11:22,11:28,34647,34659,6.0,-3.5459999999999994,29.29,25.744,27.9,
,on,11:29,11:39,34660,34681,10.5,3.026,25.89,28.916,28.13,
,off,11:40,11:49,34682,34701,9.5,-0.8930000000000007,28.941,28.048,28.351,
,on,11:50,11:52,34702,34707,2.5,0.12300000000000111,28.048,28.171,28.097,
,off,11:53,11:55,34708,34713,2.5,-0.4450000000000003,28.196,27.751,27.924,
,on,11:56,12:02,34714,34726,6.0,0.6679999999999993,27.875,28.543,28.274,
,off,12:02,12:07,34727,34736,4.5,-2.919999999999998,28.543,25.623,27.17,
,on,12:07,12:16,34737,34755,9.0,2.8759999999999977,25.841,28.717,27.789,
,off,12:17,12:28,34756,34778,11.0,-1.1630000000000003,28.717,27.554,27.946,
,on,12:28,12:32,34779,34786,3.5,0.2220000000000013,27.554,27.776,27.662,
,off,12:32,12:36,34787,34794,3.5,-1.9599999999999973,27.801,25.841,26.964,
,on,12:36,12:54,34795,34830,17.5,4.032999999999998,26.109,30.142,29.222,
,off,12:54,13:04,34831,34851,10.0,-2.3659999999999997,30.142,27.776,28.732,
,on,13:05,13:08,34852,34859,3.5,0.6189999999999998,27.899,28.518,28.264,
,off,13:09,13:11,34860,34865,2.5,-1.6280000000000001,28.593,26.965,27.708,
,on,13:12,13:15,34866,34872,3.0,1.1350000000000016,27.284,28.419,27.932,
,off,13:15,13:25,34873,34892,9.5,-1.5990000000000002,28.245,26.646,27.506,
,on,13:25,13:37,34893,34917,12.0,2.2749999999999986,26.965,29.24,28.547,
,off,13:38,13:42,34918,34926,4.0,-2.1290000000000013,29.265,27.136,28.158,
,on,13:42,13:47,34927,34937,5.0,1.0859999999999985,27.358,28.444,28.019,
,off,13:48,13:57,34938,34957,9.5,-0.7899999999999991,28.394,27.604,27.861,
,on,13:58,14:07,34958,34977,9.5,0.22100000000000009,27.604,27.825,27.697,
,on,14:10,14:19,34982,35000,9.0,1.2620000000000005,27.604,28.866,28.487,
,off,14:19,14:24,35001,35011,5.0,-0.3230000000000004,28.916,28.593,28.701,
,on,14:25,14:29,35012,35020,4.0,0.2480000000000011,28.593,28.841,28.672,
,off,14:29,14:36,35021,35034,6.5,-2.318999999999999,28.941,26.622,28.193,
,on,14:36,14:44,35035,35051,8.0,1.5740000000000016,26.671,28.245,27.923,
,off,14:45,14:53,35052,35069,8.5,-2.3550000000000004,28.245,25.89,27.699,
,on,14:54,15:03,35070,35089,9.5,2.7300000000000004,25.987,28.717,27.891,
,off,15:04,15:15,35090,35113,11.5,-1.2119999999999997,28.766,27.554,27.904,
,on,15:16,15:18,35114,35119,2.5,0.3940000000000019,27.505,27.899,27.718,
,off,15:19,15:21,35120,35125,2.5,-0.49299999999999855,27.924,27.431,27.571,
,off,15:24,15:26,35130,35135,2.5,-0.8350000000000009,27.702,26.867,27.276,
,on,15:27,15:38,35136,35158,11.0,1.5800000000000018,27.087,28.667,28.217,
,off,15:38,15:44,35159,35170,5.5,-3.094000000000001,28.692,25.598,27.448,
,on,15:44,15:49,35171,35180,4.5,2.8200000000000003,25.525,28.345,27.142,
,on,15:51,15:56,35184,35195,5.5,0.791999999999998,27.974,28.766,28.491,
,off,15:57,16:08,35196,35218,11.0,-1.8019999999999996,28.742,26.94,28.307,
,on,16:08,16:12,35219,35226,3.5,0.5650000000000013,27.112,27.677,27.502,
,on,16:13,16:24,35229,35251,11.0,0.791999999999998,27.751,28.543,28.278,
,off,16:25,16:31,35252,35264,6.0,-2.556000000000001,28.543,25.987,27.647,
,on,16:31,16:35,35265,35273,4.0,2.0410000000000004,26.304,28.345,27.52,
,off,16:36,16:40,35274,35283,4.5,-1.059000000000001,28.245,27.186,27.846,
,on,16:41,16:43,35284,35288,2.0,0.5160000000000018,27.112,27.628,27.476,
,on,16:45,16:49,35293,35300,3.5,0.7629999999999981,27.161,27.924,27.638,
,on,16:50,16:54,35303,35311,4.0,0.2970000000000006,27.899,28.196,28.026,
,off,16:55,16:58,35312,35319,3.5,-2.0139999999999993,28.245,26.231,27.268,
,on,16:59,17:02,35320,35327,3.5,1.5719999999999992,26.5,28.072,27.534,
,off,17:03,17:05,35328,35333,2.5,-0.5179999999999971,28.048,27.53,27.715,
,on,17:06,17:19,35334,35361,13.5,1.3589999999999982,27.407,28.766,28.351,
,off,17:20,17:29,35362,35380,9.0,-3.6290000000000013,28.791,25.162,27.342,
,on,17:29,17:35,35381,35393,6.0,3.404,25.04,28.444,27.228,
,off,17:36,17:38,35394,35398,2.0,-0.09999999999999787,28.345,28.245,28.275,
,on,17:38,17:48,35399,35418,9.5,0.39699999999999847,28.245,28.642,28.43,
,off,17:48,17:56,35419,35435,8.0,-2.7029999999999994,28.642,25.939,27.67,
,on,17:57,18:07,35436,35456,10.0,3.9700000000000024,25.72,29.69,28.543,
,off,18:07,18:27,35457,35496,19.5,-3.508999999999997,29.74,26.231,28.553,
,on,18:27,18:32,35497,35506,4.5,2.1690000000000005,26.573,28.742,27.988,
,off,18:32,18:37,35507,35517,5.0,-0.2729999999999997,28.642,28.369,28.439,
,on,18:38,18:43,35518,35528,5.0,0.2480000000000011,28.345,28.593,28.453,
,off,18:43,18:46,35529,35535,3.0,-2.1179999999999986,28.593,26.475,27.623,
,on,18:47,19:04,35536,35570,17.0,3.6479999999999997,26.695,30.343,29.583,
,off,19:04,19:08,35571,35579,4.0,-2.936,30.343,27.407,28.863,
,on,19:09,19:11,35580,35585,2.5,0.865000000000002,27.653,28.518,28.139,
,off,19:12,19:14,35586,35591,2.5,-0.5200000000000031,28.568,28.048,28.135,
,on,19:15,19:27,35592,35617,12.5,0.5209999999999972,28.196,28.717,28.471,
,off,19:28,19:34,35618,35630,6.0,-3.2399999999999984,28.717,25.477,27.556,
,on,19:34,19:45,35631,35653,11.0,5.135999999999999,25.258,30.394,28.788,
,off,19:46,19:50,35654,35662,4.0,-3.405999999999999,30.444,27.038,28.734,
,on,19:50,20:00,35663,35683,10.0,2.308,27.382,29.69,29.068,
,off,20:01,20:04,35684,35691,3.5,-2.086000000000002,29.69,27.604,28.64,
,on,20:05,20:09,35692,35700,4.0,1.3399999999999999,27.875,29.215,28.715,
,off,20:09,20:12,35701,35707,3.0,-1.561,29.14,27.579,28.304,
,on,20:13,20:15,35708,35713,2.5,1.065999999999999,27.899,28.965,28.498,
,off,20:16,20:18,35714,35719,2.5,-1.8789999999999978,29.04,27.161,27.885,
,on,20:19,20:24,35720,35731,5.5,2.0360000000000014,27.554,29.59,28.762,
,off,20:25,20:31,35732,35744,6.0,-1.6409999999999982,29.54,27.899,28.527,
,on,20:31,20:34,35745,35750,2.5,0.19799999999999685,27.85,28.048,27.99,
,off,20:34,20:51,35751,35784,16.5,-0.29699999999999704,28.048,27.751,27.974,
,on,20:51,20:59,35785,35801,8.0,0.1479999999999997,27.751,27.899,27.824,
,off,21:00,21:28,35802,35858,28.0,-0.3940000000000019,27.899,27.505,27.621,
,on,21:28,21:30,35859,35863,2.0,0.0990000000000002,27.505,27.604,27.554,
,off,21:31,22:18,35864,35958,47.0,-0.6869999999999976,27.554,26.867,27.143,
,on,22:18,22:23,35959,35969,5.0,0.09799999999999898,26.867,26.965,26.916,
,off,22:24,22:30,35970,35983,6.5,0.02400000000000091,26.965,26.989,26.975,
,on,22:31,22:34,35984,35991,3.5,0.04899999999999949,26.989,27.038,27.011,
,off,22:35,22:43,35992,36009,8.5,-0.12199999999999989,27.038,26.916,26.946,
,on,22:44,22:50,36010,36023,6.5,0.09799999999999898,26.916,27.014,26.968,
,off,22:51,22:55,36024,36033,4.5,-0.04899999999999949,27.014,26.965,27.002,
,on,22:56,23:08,36034,36058,12.0,0.44200000000000017,26.965,27.407,27.188,
,on,23:10,23:14,36062,36070,4.0,0.07400000000000162,27.407,27.481,27.44,
,off,23:14,23:41,36071,36125,27.0,-0.2710000000000008,27.481,27.21,27.286,
,on,23:42,23:47,36126,36137,5.5,0.09799999999999898,27.21,27.308,27.263,
,off,23:48,23:53,36138,36149,5.5,0.0,27.308,27.308,27.316,
,on,23:54,00:01,36150,36165,7.5,0.19700000000000273,27.333,27.53,27.45,
10/01/2017,on,00:02,00:06,36167,36174,3.5,0.05000000000000071,27.554,27.604,27.582,
,off,00:06,00:09,36175,36181,3.0,0.0,27.604,27.604,27.6,
,on,00:10,00:13,36182,36188,3.0,0.04899999999999949,27.604,27.653,27.632,
,off,00:13,00:54,36189,36270,40.5,-1.7629999999999981,27.653,25.89,26.562,
,on,00:54,01:17,36271,36317,23.0,0.7319999999999993,25.89,26.622,26.288,
,off,01:18,01:23,36318,36329,5.5,-0.04899999999999949,26.622,26.573,26.577,
,on,01:24,01:31,36330,36345,7.5,0.19599999999999795,26.573,26.769,26.682,
,off,01:32,01:35,36346,36353,3.5,-0.07399999999999807,26.769,26.695,26.729,
,on,01:36,01:44,36354,36370,8.0,0.1960000000000015,26.72,26.916,26.815,
,off,01:44,02:02,36371,36406,17.5,-0.14700000000000202,26.916,26.769,26.825,
,on,02:02,02:05,36407,36413,3.0,0.04900000000000304,26.769,26.818,26.8,
,off,02:06,02:20,36414,36442,14.0,-0.1720000000000006,26.818,26.646,26.741,
,on,02:20,02:36,36443,36475,16.0,0.44099999999999895,26.646,27.087,26.85,
,off,02:37,02:48,36476,36498,11.0,-0.12299999999999756,27.063,26.94,27.029,
,on,02:48,02:59,36499,36520,10.5,0.24599999999999866,26.94,27.186,27.084,
,off,02:59,03:08,36521,36539,9.0,-0.19699999999999918,27.186,26.989,27.13,
,on,03:09,03:16,36540,36554,7.0,0.3689999999999998,26.989,27.358,27.205,
,off,03:16,03:19,36555,36561,3.0,-0.02500000000000213,27.358,27.333,27.333,
,on,03:20,03:28,36562,36578,8.0,0.1720000000000006,27.333,27.505,27.418,
,off,03:28,03:37,36579,36596,8.5,-0.07400000000000162,27.53,27.456,27.472,
,on,03:37,03:48,36597,36618,10.5,0.1720000000000006,27.456,27.628,27.547,
,off,03:48,03:52,36619,36626,3.5,0.02499999999999858,27.628,27.653,27.64,
,on,03:52,04:02,36627,36647,10.0,0.1479999999999997,27.653,27.801,27.729,
,off,04:03,04:19,36648,36680,16.0,-0.39399999999999835,27.801,27.407,27.687,
,on,04:19,04:30,36681,36703,11.0,0.41799999999999926,27.407,27.825,27.619,
,off,04:31,04:45,36704,36732,14.0,-0.22100000000000009,27.825,27.604,27.725,
,on,04:45,04:50,36733,36742,4.5,0.12300000000000111,27.604,27.727,27.68,
,off,04:50,04:55,36743,36752,4.5,0.0,27.727,27.727,27.722,
,on,04:55,05:05,36753,36773,10.0,0.41999999999999815,27.727,28.147,27.916,
,off,05:06,05:54,36774,36870,48.0,-0.37099999999999866,28.147,27.776,27.968,
,on,05:54,05:58,36871,36879,4.0,0.2710000000000008,27.801,28.072,27.968,
,off,05:59,06:05,36880,36893,6.5,-0.19799999999999685,28.048,27.85,27.921,
,on,06:06,06:15,36894,36913,9.5,0.17299999999999827,27.875,28.048,27.972,
,off,06:16,06:27,36914,36936,11.0,-0.02499999999999858,28.048,28.023,28.026,
,on,06:27,06:32,36937,36946,4.5,0.39599999999999724,27.998,28.394,28.206,
,on,06:34,06:36,36950,36954,2.0,0.05000000000000071,28.394,28.444,28.409,
,off,06:36,06:40,36955,36962,3.5,-0.46999999999999886,28.468,27.998,28.255,
,off,06:42,06:43,36967,36969,1.0,-0.3460000000000001,28.245,27.899,28.122,
,off,06:46,06:47,36974,36977,1.5,-0.17300000000000182,28.196,28.023,28.11,
,on,06:48,06:51,36978,36984,3.0,0.24700000000000344,28.048,28.295,28.192,
,off,06:51,06:57,36985,36996,5.5,-0.7410000000000032,28.295,27.554,27.883,
,off,06:58,07:25,36999,37052,26.5,-6.620999999999999,27.677,21.056,23.155,
,on,07:25,07:35,37053,37072,9.5,5.786000000000001,21.032,26.818,24.816,
,on,07:37,07:40,37076,37082,3.0,0.5889999999999986,26.646,27.235,26.884,
,on,07:41,07:43,37084,37089,2.5,0.8609999999999971,26.94,27.801,27.301,
,off,07:44,07:47,37090,37096,3.0,-0.9819999999999993,27.677,26.695,27.095,
,on,07:47,07:50,37097,37103,3.0,0.6130000000000031,26.769,27.382,27.088,
,off,07:51,08:03,37104,37129,12.5,-2.0749999999999993,27.358,25.283,26.765,
,on,08:04,08:06,37130,37135,2.5,0.7059999999999995,25.574,26.28,26.008,
,off,08:07,08:11,37136,37144,4.0,-0.5599999999999987,26.304,25.744,26.077,
,on,08:11,08:15,37145,37152,3.5,0.6580000000000013,25.866,26.524,26.222,
,off,08:15,08:18,37153,37158,2.5,-1.1930000000000014,26.524,25.331,26.029,
,on,08:18,08:26,37159,37174,7.5,2.3979999999999997,25.501,27.899,27.011,
,off,08:26,08:30,37175,37183,4.0,-1.1310000000000002,27.998,26.867,27.402,
,on,08:31,08:35,37184,37193,4.5,0.8599999999999994,26.867,27.727,27.326,
,off,08:36,08:48,37194,37218,12.0,-3.025000000000002,27.702,24.677,26.421,
,on,08:48,08:52,37219,37227,4.0,2.067999999999998,24.823,26.891,26.165,
,off,08:53,08:55,37228,37233,2.5,-0.07400000000000162,26.867,26.793,26.822,
,on,08:56,09:03,37234,37248,7.0,0.4170000000000016,26.793,27.21,27.035,
,off,09:03,09:07,37249,37257,4.0,-0.3190000000000026,27.21,26.891,27.041,
,on,09:08,09:14,37258,37270,6.0,0.514999999999997,26.818,27.333,27.148,
,off,09:14,09:22,37271,37287,8.0,-1.8079999999999998,27.358,25.55,26.77,
,on,09:23,09:26,37288,37294,3.0,1.908999999999999,25.768,27.677,26.98,
,off,09:26,09:30,37295,37302,3.5,-1.5429999999999993,27.579,26.036,26.999,
,on,09:30,09:33,37303,37309,3.0,1.176000000000002,26.182,27.358,26.892,
,off,09:34,09:37,37310,37316,3.0,-1.198999999999998,27.235,26.036,26.567,
,on,09:37,09:40,37317,37322,2.5,0.9549999999999983,26.28,27.235,26.789,
,off,09:40,09:45,37323,37333,5.0,-2.2170000000000023,27.161,24.944,26.209,
,on,09:46,09:50,37334,37342,4.0,2.0470000000000006,25.016,27.063,26.314,
,off,09:50,09:54,37343,37350,3.5,-1.9490000000000016,26.965,25.016,26.044,
,on,09:54,10:00,37351,37362,5.5,1.2890000000000015,25.162,26.451,25.986,
,off,10:00,10:05,37363,37372,4.5,-0.19500000000000028,26.329,26.134,26.283,
,on,10:05,10:09,37373,37381,4.0,0.09799999999999898,26.231,26.329,26.307,
,off,10:10,10:12,37382,37387,2.5,-0.8520000000000003,26.353,25.501,26.053,
,on,10:13,10:15,37388,37393,2.5,0.828000000000003,25.647,26.475,26.223,
,off,10:16,10:21,37394,37404,5.0,-1.022000000000002,26.475,25.453,26.205,
,on,10:21,10:33,37405,37428,11.5,1.1209999999999987,25.574,26.695,26.376,
,off,10:33,10:40,37429,37442,6.5,-1.3889999999999993,26.72,25.331,26.34,
